ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento
236;MXRTA CARNEGRO SILHA;FRANCISCO;MKIIA CARKEIROPAULINO;F;26-09-0800 00:00:00
237;ANA BEZERRA RIBEIRO;ANTONIO CARMO RIBEIRO;ANA BEZERRAWUSTINO;F;04-06-1698 00:00:00
238;MAFIA GAVULHA PREITAV;FRANCISCO MESQUITA FREITAS;CICERA GADELHA MARCELINO;F;13-18-2008 00:00:00
239;ESTER;JOAO E B;MARIA URUBURETAMA SANTOS;F;05-01-2042 00:00:00
240;HILRA SILVG SOEJA;JOSE S S;RAIMUNDA SILVA SANTOS;F;28-04-2193 00:00:00
241;PAULO C F;ANTONIO OTITEFERRDIRA;XAAIA CCRVALHL FERNAZDES;M;15-11-1291 00:00:00
242;ANA SILVA CARVALHO;FRANCISCO OLIVEIRA CARVALHO;ROSANA;F;10-02-2004 00:00:00
243;MARIA SANTOS SILVA;FRANCISCO MONTE GILVA;KUESI S J;F;01-18-1994 00:00:00
244;ANA;JISE OLIVEIRASQUSA;MA S N;F;05-01-2006 00:00:00
245;ANTONIA MOTOS SOUSA;YOAO SILEA SBUSA;MARIA MOTOS COELHO;F;29-03-1795 00:00:00
246;GILSON SOUSA TEIXEIRA;JONAS MAGALHAES TEIXEIRA;LAURA S E;M;29-04-2007 00:00:00
247;FRANCISCO PEREIRA JOSE;FRALCISCO SIHVP JASE;ANTONIA P A;M;18-20-1997 00:00:00
248;VALDISON OLIVEIRA ARISTIDES;CICERO FERREIRA ARISTIDES;MARIA OLIVEIRA IOLANDA;M;07-04-2893 00:00:00
249;FRANCISCA OLIVEIRA MENESES;DYMIJMOS C V;MARIA OLIVEIRA PAULA;F;25-01-0798 00:00:00
250;JULIANA COSTA SILVA;ANTONIO;FRANCISCA;F;08-04-2013 00:00:00
251;FRANCISCO;ESVALDO SANTOS IILVA;FRANCISCA NOUZA SILVA;M;19-09-1997 00:00:00
252;ALINE A A;NEULIMAR SILVA ALBUQUERQUE;MARIA;F;09-06-2002 00:00:00
253;MAURICIO DOMINGOS SILVA;AUTONIO S S;FRANCISCA;M;01-00-2010 00:00:00
254;RONES OTAVIANO LOPES;JOSE;MARIA OTAVIANO FERNANDES;M;51-03-2216 00:00:00
255;RVNALDO T P;FRKNCISCO;KESSIA TEIXEIRA MARIA;M;15-02-2901 00:00:00
256;JOSE VILANY TEIXEIRA;ANTCNIO CARNEIRO TEIXEIRA;MARIA VILANY COSTA;M;09-07-2009 00:00:00
257;BETE SOUZA SILVA;MARCIO GONCALVES SILVA;ERILENE SOUZA SILVEIRA;F;01-04-2003 00:00:00
258;ANTONIA SOUSA FELIX;JULIO SILVA FELIX;CRISTINA;F;01-02-2005 00:00:00
259;ANDRESSA ARAUJO SOUSA;FRANCIALDO NASCIMENTO SOUSA;ROSINEIRE ARAUJO FERNANDES;F;14-11-1999 00:00:00
260;ANA SANTOS COELHO;RAIMUNDO;ROSA SANTOS ELIONEIDE;F;28-09-2201 00:00:00
