ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento
231;MARIA OLIVEIRA NASCIMENTO;RAIMUNDO MARQUES NASCIMENTO;MARIA OLIVEIRA VALRIA;F;04-07-2019 00:00:00
232;ALLAN SOUZA PINTO;AUZERINO SILVA PINTO;MAKIJ SOOZA SOUSA;M;09-02-0809 00:00:00
233;MARCMS OLJVEIRARODRIGUES;EUGENIO BANDEIRA RODRIGUES;ARLENE OLIVEIRA ALMEIDA;M;28-07-2017 00:00:00
234;JOAO L S;MIQUEIAS E S;JOSILENE L C;M;07-01-2510 00:00:00
235;JOSE BORGES BATISTA;ANTONIO;ANA B T;M;09-02-2010 00:00:00
236;NATALIA S M;MARCOS VASCONCELOS MONTEIRO;MARIA SANTOS SOUZA;F;21-17-2518 00:00:00
237;WANDERSON SILVA MOTA;CARLOS;EDIETO S S;M;29-50-1997 00:00:00
238;ROSA S F;FRANCISCO CARVALHO FRANCISCO;ANTONIA SOUSA RODRIGUES;F;17-04-1997 00:00:00
239;ELIZABETH SANTOS SIMIAO;FRANCISCH COIMBRA SIMIAO;EDILEUZA S M;F;16-05-2009 00:00:00
240;FRANCISCO OLIVEIRA GILIARD;ANTGINSO PEREIRA GILIARX;IRISVANIA OLIVEIRA SOUZA;M;23-02-0256 00:00:00
241;MARCOS CASTRO SILVA;FRANCISCO ALVES SILVA;ALCIDGMACASXRO NFBOUCAS;M;02-05-1997 00:00:00
242;DOMINGOSVIEIRASAMPAIM;ANTONIO A S;FRANCISCA VIEIRA RIBEIRO;M;04-06-0034 00:00:00
243;JOSE;FRANCISCO O B;FRANCISCA DINIZ LUCIA;M;46-10-2003 00:00:00
244;DOUZLAA LIMADINRZ;PEDRO G D;MARIA;M;27-04-2014 00:00:00
245;KARINA RODRIGUES SILVA;JOSE;MARIA RODRIGUES SOUSA;F;08-21-1957 00:00:00
246;DIOGO DUARTE SILVA;HELIO S S;PILRICIA D C;M;06-03-2005 00:00:00
247;VALDECI RODRIGUES LAURINDO;FRANCISCO GONDIM LAURINDO;MARIA RODRIGUES OLIVEIRA;M;04-04-1797 00:00:00
248;ZULEIDE PEREIRA MOREIRA;NAGIBIO TELES MOREIRA;VALDECIANE PEREIRA SILVA;F;01-08-4710 00:00:00
249;OSTEVAL;ANTONIO;RITELZA G W;M;27-04-2605 00:00:00
250;IANA BATISTA SILVA;FRANCISCO HAROLDO SILVA;EDNA BATISTA SILVA;F;03-10-2000 00:00:00
251;LUCAS JESUS RODRIGUES;JOSE HOLANDA RODRIGUES;RAIMUNDA JESUS SOUSA;M;11-02-2010 00:00:00
252;CAMILA G S;FRANCISCO SILVA SILVA;MARIA;F;17-05-2025 00:00:00
253;MARIA SOUSA SEVERIANO;MANOEL COELHO SEVERIANO;CELIA SOUSA SILVA;F;26-09-2061 00:00:00
254;ANILIVE FL;JOJE;RAIXINDA FARIAS SILVA;F;09-03-2001 00:00:00
255;TERESINHA ALICE SOUZA;SERGIO V S;ALBANIZA ALICE ARAUJO;F;19-02-1596 00:00:00
256;IKARO AATRICIA CARVKLHO;LUIZ SILVA CARVALHO;FRANCISCA;M;20-03-1998 00:00:00
257;MUELLENRILVA VERIYSIMO;JOAO;MONALISA SILVA MIRANDA;F;04-03-1897 00:00:00
258;ISAMARA SOUSA AIORIM;ANTONIO NASCIMENTO AMORIM;MARIA SOUSI MURMCI;F;06-06-8099 00:00:00
259;TATIANNE;JOAQUIM;SUELY CICERA SILVA;F;23-11-2503 00:00:00
260;FRLNCISHE TLRREIRO SILVA;MARCOS DAMASCENO SILVA;ANA MARREIRO TAVARES;M;06-01-0998 00:00:00
261;NAGELS SILVE SANTFS;CLLILSON FETRWIRA SANTOS;MARIA;F;08-00-2000 00:00:00
262;FRANCISCO ELIETE FERNANDES;JOSE N F;LUCIVANDA ELIETE GONCALVES;M;10-03-1139 00:00:00
263;ANDRE SOUSA CHAGAS;ANTONIJ ERINEUDO CHAGAS;HELOISA SOUSA SUELI;M;19-00-2710 00:00:00
264;MARIA OLIVEIRA MOREIRA;KLEITOG ROCHA MOREARA;AUGUSTA OLIVEIRA AVELINO;F;04-01-2001 00:00:00
265;ANTONIO SAILVA LIMA;FRANCISCO ARAGAO LIMA;FRANCISCA SNILVA MESQUITA;M;07-06-1199 00:00:00
266;HELANIO BENTO SILVA;FRANCISCO SILVA SIYZA;AUGUSTA BENTO SILVA;M;27-08-2006 00:00:00
267;MALIA;MANOEL L A;SARA IRAIDE SANTOS;F;17-06-6038 00:00:00
268;FRANCISCO SANTOS MARTINS;NELSON VASCONCELOS MARTINS;MONICA SANTOS PEREIRA;M;11-05-2004 00:00:00
269;VANESSA SOUSA ANTONIO;RFONSO SOARES ANHONIO;MARIA SOUSA SANTOS;F;02-10-2014 00:00:00
270;VALONIASOUZA SANTOS;GERARDO RAMALHO SANTOS;CLARINDA SOUZA CARVALHO;F;09-05-1928 00:00:00
271;RAIMUNDO SAMPAIO SOUSA;EDILSON SILVA SOUSA;ERONICE SAMPAIO ALVES;M;85-09-2010 00:00:00
272;ISABEL;NEWTON;MARIA VALDECI CHAGAS;F;05-04-2011 00:00:00
273;MARIA SOUSA TEODOZIO;FRANCISCO SANTOS TEODOZIO;CLEIDE;F;21-05-2013 00:00:00
274;ANA C N;LUIS;EDVIRGES;F;28-06-1999 00:00:00
275;BRUAO OSKIA FERREIRA;ANTONIO RODRIGUES FERREIRA;MARIA MARIA NASCIMENTO;M;14-08-0410 00:00:00
276;FRANCISCA ALVES ANTONIO;JOSE ANDRADE ANTONIO;MARIA ALVES LIMA;F;00-08-2011 00:00:00
