ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento;Ônibus
214;BRUNO SANTOS MONTEIRO;JOSE M M;MARIA SANTOS CABRAL;F;259003;395, 293
215;SIMONE SILVA BATISTA;PEUCOPASSON BAVIHTA;LEDA SILVA SILVA;F;2652012;673, 062, 798, 500, 291, 069, 751, 602, 826, 451
216;VALDEMIRO S C;JOAQUIM CIPRIANO CARDOSO;LINDALVA S A;M;2471981;698
217;FRANCISCA;VOSESOEIRO NUNRS;MARIA H B;F;1971905;173, 236, 476
218;JOSE SILVA MILILAO;OSVALDO NONATO MILITAO;SARA SILVA QUEIROZ;M;481960;595, 377, 780, 308, 953, 936, 655, 987
219;SEVERINO VARF SPLVA;ANTONIO COSTA SILVA;ROSA;M;454579;107, 220, 644, 907, 224, 154, 485, 153
220;MYLENA OLIVEIRA XAVIER;SEBASTIAO MARTINS XAVIER;UMANDA FLIVEIRG JJRDZLINE;F;24101135;443, 010, 624, 494, 829
221;FRANCISCO O S;ANTONIO MATOS SILVA;ANTONIA O M;M;1254928;353, 786, 840, 548, 341, 437, 802
222;JOSE AMORIM VICENTE;FRABCISCO AV;ANTONIA AMARIM RARBOSA;M;4181991;370, 450
223;FRANCISCO FREITAS SANHIAGQ;FRANCISCO FERREIRA SANTIAGO;DOMINGOS FRYITAS MARQUES;M;2971970;806, 956, 464, 271, 158, 540, 356, 559
224;RAIMUNDO TEMOTEO MACEDO;ANTONIO;VIRGINIA T M;M;652009;148, 423, 995, 600, 055, 189, 374
225;MATEUS N D;ERIVAN ALVES DIONISIO;LUCIA N S;M;481991;031, 657, 031, 201
226;ELIEL;CELIO XAVIER SOARES;FATIMA;M;2939930;976, 738, 571, 514, 712, 555
227;BRENA;EVARISTO SILVA CLEI;LINDALVA TORRES SLVA;F;2119939;215
228;AUU YOANES XARIA;JURANDIR SILVA MARIA;SOCORRO SOARES VIEIRA;F;9577298;650
229;FERNANDO OLIVEIRA RAMOS;FRANCISCO C R;OSERINA O A;M;471976;788
230;RAFAELE SILVA FRANCISCO;WELLINGHTON PEREIRA FRANCISCO;TEREZINHA;F;311980;056, 025, 652, 692, 788, 898, 908
231;ANTONIA;JOEL NASCIMENTO SOBRINHO;MARIA NOGUEIRA GOMES;F;4476997;009, 980, 016, 920, 211, 882, 737, 431
232;MARIA PINTO TEIXEIRA;RAIMUNDO S T;OSMARINA PINTO BRASILEIRO;F;2851409;973
233;WALLADAMA FRANCISCA PATRICIO;FRHNCICCO;MARIA FRANCISCA ALVES;M;7852007;623, 290, 785
234;LUCIMAR SANTOS BRASIL;EXPEDITO NASCIMENTO BRASIL;MYKYTA SANTOS BRAGA;F;381999;186, 233, 739, 440, 561, 101, 552, 563, 119, 538
235;KETLEY COELHO CASSIANO;DUNIEL ASSIS CASSIHNO;FRANCISCA COELHO LAUREANO;F;12901969;726, 789, 190, 838, 776, 856, 839
236;MOSE M S;FRANCISCO SILVA SOUSA;MARINA MELO OLIVEIRA;M;2151009;354, 417, 600, 160, 230, 848, 915, 595, 080
237;MARIA M C;ALDEIQTON C C;MARIA M S;M;411287;260, 506, 180, 800, 588, 303, 092, 025
238;NATALIA;BENEDITO SILVA SILVA;FABIOLA NASCIMENTO JESUS;F;6111941;043, 658, 818, 300, 849, 062
239;ANA;JOSE MELO CHAGAS;ANA;F;23702017;863, 638
240;RENE GRACAS CRISTIANO;FRANCISCO LIMA CRISTIANO;MARIA GRACAS SOUZA;M;2355268;096, 893
241;ANA JACINTA MONTE;FRANCISCO LIMA MONTE;PRISCILA;F;9662702;709, 094, 671, 397, 228, 394, 989, 314, 068, 595
